Date,Description,Original Description,Category,Amount,Status
2022-09-06,"Walmart","WM SUPERC Wal-Mart Sup   TIMNATH      CO",Shopping,-19.01,Posted
2022-09-06,"2nd Gen Oompahtacos Lcheyenne","SQ *2ND GEN OOMPAHTACOS LCHEYENNE     WY",Fast Food,-17.22,Posted
2022-09-06,"Armstrong Concessionswindsor","SQ *ARMSTRONG CONCESSIONSWINDSOR      CO",Fast Food,-16.88,Posted
2022-09-06,"Sunburst Enterp","SQ *SUNBURST ENTERP      WINDSOR      CO",Fast Food,-16.00,Posted
2022-09-06,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-13.38,Posted
2022-09-06,"Larry Lincoln","SQ *LARRY LINCOLN        HGHLNDS RANCHCO",Groceries,-12.50,Posted
2022-09-06,"Treasured Memories Lasalle","SQ *TREASURED MEMORIES   LASALLE      CO",Uncategorized,-11.50,Posted
2022-09-06,"Spotify","SPOTIFY                  877-778-1161 NY",Music,-10.67,Posted
2022-09-06,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-10.00,Posted
2022-09-06,"2nd Gen Oompahtacos Lcheyenne","SQ *2ND GEN OOMPAHTACOS LCHEYENNE     WY",Fast Food,-9.69,Posted
2022-09-06,"Cesar Perez","SQ *CESAR PEREZ          WINDSOR      CO",Entertainment,-9.00,Posted
2022-09-06,"Larry Lincoln","SQ *LARRY LINCOLN        HGHLNDS RANCHCO",Groceries,-8.50,Posted
2022-09-06,"Hulu","HLU*Hulu 280249448693-U  HULU.COM/BILLCA",Television,-7.52,Posted
2022-09-06,"Yo's","MR. YO'S LLC             WINDSOR      CO",Restaurants,-7.02,Posted
2022-09-06,"2nd Gen Oompahtacos Lcheyenne","SQ *2ND GEN OOMPAHTACOS LCHEYENNE     WY",Fast Food,-6.46,Posted
2022-09-06,"Balloon Art by Merry Greeley","SQ *BALLOON ART BY MERRY GREELEY      CO",Entertainment,-5.00,Posted
2022-09-06,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.35,Posted
2022-09-06,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-2.35,Posted
2022-09-02,"Zelle Transfer to Montessori Academy","Zelle: Montessori Academy",Transfer,-1000.00,Posted
2022-09-02,"USAA Insurance Payment","USAA INSURANCE PAYMENT",Financial,-242.31,Posted
2022-09-02,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-100.00,Posted
2022-09-02,"Citibank N","CITIBANK, N.A./CITIBANK, 254-5636569  SD",Financial,-80.00,Posted
2022-09-02,"Nail Spa Midtown Sfort","LV NAIL SPA MIDTOWN1801 SFORT COLLINS CO",Personal Care,-66.00,Posted
2022-09-02,"Petco","PETCO 489                FORT COLLINS CO",Pets,-63.44,Posted
2022-09-02,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-40.00,Posted
2022-09-02,"SiriusXM","SXM*SIRIUSXM.COM/ACCT    888-635-5144 NY",Music,-29.82,Posted
2022-09-02,"Smoothie King","SMOOTHIE KING - 1886     FORT COLLINS CO",Fast Food,-20.18,Posted
2022-09-02,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-17.63,Posted
2022-09-02,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-16.54,Posted
2022-09-02,"Scotch Pine Liquor Inc","SCOTCH PINE LIQUOR, INC. SEVERANCE    CO",Alcohol & Bars,-14.27,Posted
2022-09-02,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-8.35,Posted
2022-09-02,"Csu Lake Street Market","CSU LAKE STREET MARKET   FORT COLLINS CO",Fast Food,-5.80,Posted
2022-09-02,"McDonald's","MCDONALD'S F13510        WINDSOR      CO",Fast Food,-3.19,Posted
2022-09-02,"Zelle Transfer from Nancy T Drennan","Zelle: Nancy T Drennan",Income,160.00,Posted
2022-09-01,"AT&T","ATT              Payment    ***********PAYO",Utilities,-242.01,Posted
2022-09-01,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********V822",Credit Card Payment,-200.00,Posted
2022-09-01,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********CLWP",Credit Card Payment,-100.00,Posted
2022-09-01,"Credit One Bank","Credit One Bank  Payment    ***********8988",Transfer,-50.00,Posted
2022-09-01,"Target","TARGET T- 2936 Council   FORT COLLINS CO",Shopping,-101.55,Posted
2022-09-01,"Xpress W 4th Ave","74 XPRESS325 W 4TH AVE   SEVERANCE    CO",Gas,-55.64,Posted
2022-09-01,"Banner Clinic","BANNER CLINIC 6363100028 FORT COLLINS CO",Doctor,-30.00,Posted
2022-09-01,"King Soopers","KING SOOP 1520 MAIN ST   WINDSOR      CO",Groceries,-18.12,Posted
2022-09-01,"Subway","Subway 49573             FT. COLLINS  CO",Fast Food,-11.35,Posted
2022-09-01,"Docker Inv Ed Dockca","DOCKER:INV-006061ED-8C   HTTPSWWW.DOCKCA",Internet,-7.00,Posted
2022-09-01,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.35,Posted
2022-09-01,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.35,Posted
2022-09-01,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-2.35,Posted
2022-09-01,"Redbock Direct Deposit","REDBOCK          DIRECT DEP ***********6Q8J",Paycheck,3796.88,Posted
2022-08-31,"Walmart","WM SUPERC Wal-Mart Sup   TIMNATH      CO",Shopping,-40.00,Posted
2022-08-31,"Walmart","WM SUPERC Wal-Mart Sup   TIMNATH      CO",Shopping,-16.66,Posted
2022-08-31,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-15.00,Posted
2022-08-31,"Burger King","BURGER KING #11262       WELLINGTON   CO",Fast Food,-9.26,Posted
2022-08-31,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-6.71,Posted
2022-08-31,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.35,Posted
2022-08-30,"USAA Loan Payment","USAA LOAN PAYMENT",Transfer,-234.72,Posted
2022-08-30,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-159.00,Posted
2022-08-30,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-30.00,Posted
2022-08-30,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-13.60,Posted
2022-08-30,"Scotch Pine Liquor Inc","SCOTCH PINE LIQUOR, INC. SEVERANCE    CO",Alcohol & Bars,-12.70,Posted
2022-08-30,"Spotify","SPOTIFY                  877-778-1161 NY",Music,-10.58,Posted
2022-08-30,"Colorado State U Payroll","COLORADO STATE U Payroll    ***********41-8",Paycheck,2522.83,Posted
2022-08-29,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********0540",Credit Card Payment,-113.79,Posted
2022-08-29,"Green Dra Dragon","GREEN DRA GREEN DRAGON   FORT COLLINS CO",Pharmacy,-70.94,Posted
2022-08-29,"Walmart","WM SUPERCENTER #Wal-Mart GREELEY      CO",Shopping,-54.26,Posted
2022-08-29,"Kum & Go","KUM&GO 0949 WINDSOR      WINDSOR      CO",Gas,-53.15,Posted
2022-08-29,"Big D N Greeley","BIG D 29100 N GREELEY    CHEYENNE     WY",Gas,-31.74,Posted
2022-08-29,"Sonic","SONIC DRIVE IN #5809     GREELEY      CO",Fast Food,-28.08,Posted
2022-08-29,"Walmart","WAL-MART #4599           TIMNATH      CO",Shopping,-26.33,Posted
2022-08-29,"Xbox Game Pass Ultimate","Microsoft*Ultimate 1 MontMSBILL.INFO  WA",Entertainment,-16.23,Posted
2022-08-29,"Taco Bell","TACO BELL 036116         TIMNATH      CO",Fast Food,-13.20,Posted
2022-08-29,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-3.44,Posted
2022-08-29,"Sonic","SONIC DRIVE IN #5809     GREELEY      CO",Fast Food,-3.09,Posted
2022-08-29,"Kum & Go","KUM&GO 0949 WINDSOR      WINDSOR      CO",Gas,-2.45,Posted
2022-08-26,"King Soopers","KING SOOP 2100 35TH ST   GREELEY      CO",Groceries,-54.53,Posted
2022-08-26,"Lyft","PAYPAL *LYFT TEMP AUTH   402-935-7733 CA",Rental Car & Taxi,-28.86,Posted
2022-08-26,"Breeze Thru Carwash Clu","Breeze Thru Carwash Clu  970-6325103  CO",Service & Parts,-15.00,Posted
2022-08-26,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-08-26,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-2.90,Posted
2022-08-26,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-2.20,Posted
2022-08-26,"Zelle Transfer from Nancy T Drennan","Zelle: Nancy T Drennan",Income,160.00,Posted
2022-08-25,"Zelle Transfer to Andrea Roe","Zelle: Andrea Roe",Transfer,-982.00,Posted
2022-08-25,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-15.00,Posted
2022-08-25,"Scotch Pine Liquor Inc","SCOTCH PINE LIQUOR, INC. SEVERANCE    CO",Alcohol & Bars,-9.50,Posted
2022-08-25,"Den Public Parking","DEN PUBLIC PARKING       DENVER       CO",Parking,-7.00,Posted
2022-08-25,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-4.99,Posted
2022-08-24,"Frederick Travel Center","FREDERICK TRAVEL CENTER37FREDERICK    CO",Gas,-50.24,Posted
2022-08-24,"Subway","Subway 43391             FREDRICK     CO",Fast Food,-14.55,Posted
2022-08-24,"Burger King","BURGER KING #18249       GREELEY      CO",Fast Food,-10.68,Posted
2022-08-24,"Subway","Subway 43391             FREDRICK     CO",Fast Food,-9.96,Posted
2022-08-24,"Press Waffle Co Th","TST* Press Waffle Co - ThDALLAS       TX",Restaurants,-6.37,Posted
2022-08-23,"Poudre Valley Ru Web","POUDRE VALLEY RU WEB PMTS   ***********NR4K",Utilities,-235.10,Posted
2022-08-23,"Xcel Energy","XCEL ENERGY-PSCO XCELENERGY ***********6208",Utilities,-34.22,Posted
2022-08-23,"Credit One Bank","Credit One Bank  Payment    ***********9126",Transfer,-30.00,Posted
2022-08-23,"Expedited Mail Fee","EXPEDITED MAIL FEE",Fees & Charges,-8.00,Posted
2022-08-23,"The Dock Excha","TST* The Dock - The ExchaDALLAS       TX",Restaurants,-50.67,Posted
2022-08-23,"Sapa House","SAPA HOUSE               DALLAS       TX",Restaurants,-34.04,Posted
2022-08-23,"Double Tap","TST* DOUBLE TAP - THE EXCDALLAS       TX",Alcohol & Bars,-32.46,Posted
2022-08-23,"Lyft","PAYPAL *LYFT RIDE MON 4  402-935-7733 CA",Rental Car & Taxi,-21.77,Posted
2022-08-23,"Lyft","PAYPAL *LYFT TEMP AUTH   402-935-7733 CA",Rental Car & Taxi,-15.80,Posted
2022-08-23,"Out of the Closet","OUT OF THE CLOSET DALLAS DALLAS       TX",Clothing,-4.33,Posted
2022-08-22,"Lumen","LumenCenturyLink SPEEDPAY   ***********CHEY",Bills & Utilities,-65.59,Posted
2022-08-22,"Merrick Bank Transfer","MERRICK BANK COR MOBILE PAY ***********6536",Transfer,-62.00,Posted
2022-08-22,"PayPal Purchase","PAYPAL           INST XFER  *********** CBS",Uncategorized,-5.40,Posted
2022-08-22,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-253.00,Posted
2022-08-22,"USAA Loan Payment","USAA LOAN PAYMENT",Transfer,-234.72,Posted
2022-08-22,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-200.00,Posted
2022-08-22,"Target","TARGET T- 2936 Council   FORT COLLINS CO",Shopping,-168.84,Posted
2022-08-22,"La Cabana Mexican Grill","LA CABANA MEXICAN GRILL  ESTES PARK   CO",Restaurants,-87.64,Posted
2022-08-22,"Pet Supplies Plus","Pet Supplies Plus 4063   FT. COLLINS  CO",Pet Food & Supplies,-70.80,Posted
2022-08-22,"Olive Garden","OLIVE GARDEN  00013763   FT COLLINS   CO",Restaurants,-63.55,Posted
2022-08-22,"Walmart","Wal-Mart Super Center    TIMNATH      CO",Shopping,-48.51,Posted
2022-08-22,"Lyft","PAYPAL *LYFT RIDE SAT 1  402-935-7733 CA",Rental Car & Taxi,-41.93,Posted
2022-08-22,"Sonic","SONIC DRIVE IN #4921     WINDSOR      CO",Fast Food,-28.15,Posted
2022-08-22,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-22.03,Posted
2022-08-22,"Coffee on the Rocks Estes Park Co","SQ *COFFEE ON THE ROCKS  ESTES PARK   CO",Coffee Shops,-21.24,Posted
2022-08-22,"Palmieri Cafe","SQ *PALMIERI CAFE        DALLAS       TX",Food & Dining,-19.30,Posted
2022-08-22,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-18.62,Posted
2022-08-22,"Green Dra Dragon","GREEN DRA GREEN DRAGON   FORT COLLINS CO",Pharmacy,-18.62,Posted
2022-08-22,"Dunkin'","HUDSON-DUNKIN ST1134     IRVING       TX",Coffee Shops,-18.53,Posted
2022-08-22,"Chick-fil-A","CHICK-FIL-A #03676       TIMNATH      CO",Fast Food,-17.86,Posted
2022-08-22,"Chick-fil-A","CHICK-FIL-A #03676       TIMNATH      CO",Fast Food,-14.82,Posted
2022-08-22,"7-Eleven","7-ELEVEN211 N ERVAY      DALLAS       TX",Gas,-14.74,Posted
2022-08-22,"Coffee on the Rocks Estes Park Co","SQ *COFFEE ON THE ROCKS  ESTES PARK   CO",Coffee Shops,-13.07,Posted
2022-08-22,"The 2nd Tap","THE 2ND TAP LLC          DALLAS       TX",Alcohol & Bars,-10.50,Posted
2022-08-22,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-10.46,Posted
2022-08-22,"Coffee on the Rocks Estes Park Co","SQ *COFFEE ON THE ROCKS  ESTES PARK   CO",Coffee Shops,-9.80,Posted
2022-08-22,"Taco Bell","TACO BELL 036116         TIMNATH      CO",Fast Food,-9.47,Posted
2022-08-22,"Lima Coffee Roasters Fort Collins Co","SQ *LIMA COFFEE ROASTERS FORT COLLINS CO",Coffee Shops,-5.60,Posted
2022-08-22,"Fort","RMCF FT COLLINS CO 50454 FORT COLLINS CO",Groceries,-4.89,Posted
2022-08-22,"Abundantly Aromatic","ZTL*ABUNDANTLY AROMATIC  DALLAS       TX",Personal Care,-4.00,Posted
2022-08-22,"Coffee on the Rocks Estes Park Co","SQ *COFFEE ON THE ROCKS  ESTES PARK   CO",Coffee Shops,-2.00,Posted
2022-08-22,"Civic Parking","CFC CIVIC CTR PARKING    970-2216770  CO",Parking,-1.00,Posted
2022-08-22,"Zelle Transfer from Nancy T Drennan","Zelle: Nancy T Drennan",Income,50.00,Posted
2022-08-19,"Synchrony Bank Credit Card","SYNCB PAYMENT            800-541-9049 GA",Credit Card Payment,-101.00,Posted
2022-08-19,"SHOE DEPT. ENCORE","SHOE DEPT ENCORE 1756    FORT COLLINS CO",Clothing,-60.79,Posted
2022-08-19,"Murphy USA","MURPHY7494ATWAL          TIMNATH      CO",Gas,-51.40,Posted
2022-08-19,"Costco","COSTCO WHSE #1178        TIMNATH      CO",Shopping,-41.37,Posted
2022-08-19,"Beau Jos Pizza","TST* Beau Jos Pizza - Ft FORT COLLINS CO",Food & Dining,-33.51,Posted
2022-08-19,"Modern Market","MODERN MARKET - 034      FORT COLLINS CO",Restaurants,-25.21,Posted
2022-08-19,"H&M","H&M0406                  FORT COLLINS CO",Clothing,-21.69,Posted
2022-08-19,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-13.71,Posted
2022-08-19,"Torchys Collins","044 TORCHYS FT COLLINS   FORT COLLINS CO",Restaurants,-8.41,Posted
2022-08-19,"Zelle Transfer from Nancy T Drennan","Zelle: Nancy T Drennan",Income,160.00,Posted
2022-08-18,"Walmart","WM SUPERCENTER #Wal-Mart TIMNATH      CO",Shopping,-22.82,Posted
2022-08-18,"Redbock Direct Deposit","REDBOCK          DIRECT DEP ***********6Q8J",Paycheck,3789.89,Posted
2022-08-17,"Modern Market","MODERN MARKET - 034      FORT COLLINS CO",Restaurants,-26.75,Posted
2022-08-17,"Shebrews Coffee & Iceseverance Co","SQ *SHEBREWS COFFEE & ICESEVERANCE    CO",Coffee Shops,-14.62,Posted
2022-08-17,"Disney+","Disney Plus              BURBANK      CA",Television,-8.60,Posted
2022-08-17,"Chick-fil-A","CHICK-FIL-A #03676       TIMNATH      CO",Fast Food,-5.17,Posted
2022-08-17,"Google Drive","GOOGLE *Google Storage   855-836-3987 CA",Electronics & Software,-1.99,Posted
2022-08-16,"Interest Paid","INTEREST PAID",Interest Income,0.01,Posted
2022-08-16,"Synchrony Credit Card","SYNCHRONY BANK   PAYMENT    ***********5410",Credit Card Payment,-56.00,Posted
2022-08-16,"BJ's Restaurant","BJ'S RESTAURANTS 539     FORT COLLINS CO",Restaurants,-23.51,Posted
2022-08-16,"Verts Neighborhood Dispenfort","VERTS NEIGHBORHOOD DISPENFORT COLLINS CO",Pharmacy,-20.00,Posted
2022-08-16,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-08-15,"King Soopers","KING SOOP 1520 MAIN ST   WINDSOR      CO",Groceries,-62.69,Posted
2022-08-15,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-30.00,Posted
2022-08-15,"Adobe","PP*ADOBE INC             402-935-7733 CA",Electronics & Software,-29.99,Posted
2022-08-15,"Chick-fil-A","CHICK-FIL-A #03676       TIMNATH      CO",Fast Food,-27.68,Posted
2022-08-15,"Molly","MOLLY B                  ESTES PARK   CO",Restaurants,-21.85,Posted
2022-08-15,"Netflix","Netflix.com              NETFLIX.COM  CA",Television,-19.99,Posted
2022-08-15,"Transfer to Apple Pay","APPLE CASH               877-233-8552 CA",Transfer,-19.20,Posted
2022-08-15,"Peculier Ales","PECULIER ALES            WINDSOR      CO",Alcohol & Bars,-18.00,Posted
2022-08-15,"Xpress W 4th Ave","74 XPRESS325 W 4TH AVE   SEVERANCE    CO",Gas,-16.16,Posted
2022-08-15,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-15.99,Posted
2022-08-15,"Google Drive","GOOGLE *Google Storage   G.CO/HELPPAY#CA",Electronics & Software,-9.99,Posted
2022-08-15,"McDonald's","MCDONALD'S F26593        FORT COLLINS CO",Fast Food,-9.45,Posted
2022-08-15,"Chick-fil-A","CHICK-FIL-A #03676       TIMNATH      CO",Fast Food,-5.17,Posted
2022-08-15,"Hackmd Io Httpshackmd Ide","HACKMD.IO                HTTPSHACKMD.IDE",Electronics & Software,-4.00,Posted
2022-08-15,"Walmart","WAL-MART #4599           TIMNATH      CO",Shopping,-3.05,Posted
2022-08-15,"McDonald's","MCDONALD'S F10128        ESTES PARK   CO",Fast Food,-1.09,Posted
2022-08-15,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,21.66,Posted
2022-08-12,"ATM Withdrawal","PAI ISO4402 SORREL CT.   JOHNSTOWN    CO",Cash,-102.25,Posted
2022-08-12,"Shell","SHELL SERVICE STATION    FORT COLLINS CO",Gas,-25.00,Posted
2022-08-12,"Conoco","CONOCO - 74 XPRESS       SEVERANCE    CO",Gas,-19.24,Posted
2022-08-12,"Kum & Go","KUM&GO 0949 WINDSOR      WINDSOR      CO",Gas,-13.88,Posted
2022-08-12,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-9.67,Posted
2022-08-12,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-7.99,Posted
2022-08-12,"Chick-fil-A","CHICK-FIL-A #03676       TIMNATH      CO",Fast Food,-5.17,Posted
2022-08-12,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.25,Posted
2022-08-12,"Zelle Transfer from Nancy T Drennan","Zelle: Nancy T Drennan",Income,160.00,Posted
2022-08-11,"Walmart","WM SUPERCENTER #Wal-Mart TIMNATH      CO",Shopping,-114.00,Posted
2022-08-11,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-26.16,Posted
2022-08-11,"Walmart","Wal-Mart Super Center    TIMNATH      CO",Shopping,-15.75,Posted
2022-08-11,"Chick-fil-A","CHICK-FIL-A #02346       FORT COLLINS CO",Fast Food,-14.87,Posted
2022-08-11,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,400.00,Posted
2022-08-10,"Walmart","Wal-Mart Super Center4599TIMNATH      CO",Shopping,-62.24,Posted
2022-08-10,"Walmart","WAL-MART #4599           TIMNATH      CO",Shopping,-26.44,Posted
2022-08-10,"Walmart","WM SUPERC Wal-Mart Sup   TIMNATH      CO",Shopping,-21.54,Posted
2022-08-10,"Walmart","WM SUPERCENTER #Wal-Mart TIMNATH      CO",Shopping,-21.20,Posted
2022-08-10,"BJ's Restaurant","BJ'S RESTAURANTS 539     FORT COLLINS CO",Restaurants,-16.09,Posted
2022-08-09,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-59.99,Posted
2022-08-09,"Walmart","WAL-MART #4599           TIMNATH      CO",Shopping,-27.94,Posted
2022-08-09,"McDonald's","MCDONALD'S F11148        FORT COLLINS CO",Fast Food,-7.71,Posted
2022-08-09,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-08-08,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********I5QI",Credit Card Payment,-200.00,Posted
2022-08-08,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********24FD",Credit Card Payment,-50.00,Posted
2022-08-08,"Zelle Transfer to Basia Delano","Zelle: Basia Delano",Transfer,-560.00,Posted
2022-08-08,"Betta Gumbo","TST* BETTA GUMBO - WINDSOWINDSOR      CO",Restaurants,-121.84,Posted
2022-08-08,"Costco","COSTCO WHSE #1178        TIMNATH      CO",Shopping,-96.64,Posted
2022-08-08,"Target","TARGET T- 2936 Council   FORT COLLINS CO",Shopping,-58.68,Posted
2022-08-08,"King Soopers","KING SOOP 1520 MAIN ST   WINDSOR      CO",Groceries,-55.59,Posted
2022-08-08,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-42.35,Posted
2022-08-08,"Kum & Go","KUM&GO 0949 WINDSOR      WINDSOR      CO",Gas,-40.00,Posted
2022-08-08,"King Soopers","KING SOOP 2325 S. COLL   FORT COLLINS CO",Groceries,-33.97,Posted
2022-08-08,"Thai Station Restaurant","THAI STATION RESTAURANT  970-797-2707 CO",Restaurants,-33.65,Posted
2022-08-08,"Smoothie King","SMOOTHIE KING - 1886     FORT COLLINS CO",Fast Food,-23.22,Posted
2022-08-08,"Amazon","AMAZON.COM*YZ7Q53UA3 AMZNAMZN.COM/BILLWA",Shopping,-19.32,Posted
2022-08-08,"Starbucks","STARBUCKS STORE 48830    WINDSOR      CO",Coffee Shops,-17.95,Posted
2022-08-08,"Panera Bread","PANERA BREAD #202442 P   FT. COLLINS  CO",Fast Food,-17.00,Posted
2022-08-08,"Amazon","AMZN Mktp US*RY9278333   AMZN.COM/BILLWA",Shopping,-15.04,Posted
2022-08-08,"Chick-fil-A","CHICK-FIL-A #03676       TIMNATH      CO",Fast Food,-14.26,Posted
2022-08-08,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-13.34,Posted
2022-08-08,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-9.99,Posted
2022-08-08,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-9.67,Posted
2022-08-08,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-3.47,Posted
2022-08-08,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-08-08,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-08-05,"Mr. Cooper","Nationstar dba   Mr Cooper  ***********8302",Mortgage Payment,-1879.35,Posted
2022-08-05,"Torchys Collins","044 TORCHYS FT COLLINS   FORT COLLINS CO",Restaurants,-18.01,Posted
